Address,Area,Year,Number Of Room,Price,Price per meter,Floor,Elevator,Parking,Warehouse
شهریار,86,1395,2,498800000,5800000,3,1,1,1
باغ فیض,78,1396,2,2800000000,35897000,2,1,1,1
پردیس,105,1390,2,1370000000,13048000,3,0,1,1
ظفر,180,1389,3,9800000000,54444000,4,1,1,1
شهر قدس,60,1392,1,420000000,7000000,4,0,0,1
شهران شمالی,103,1389,2,3580000000,34757000,5,1,1,1
رودهن,105,1400,2,220000000,2095000,5,1,1,1
طرشت,85,1385,2,2600000000,30588000,10,1,1,1
سعادت‌آباد,144,1390,3,9000000000,62500000,5,1,1,1
دولت‌آباد,56,1380,2,630000000,11250000,3,1,0,0
دروس,120,1387,2,8400000000,70000000,1,1,1,1
نیاوران,210,1400,3,18900000000,90000000,1,1,1,1
مرزداران,117,1392,2,6201000000,53000000,1,1,1,1
پرند,80,1400,2,440000000,5500000,3,1,0,0
دبستان,55,1371,1,1680000000,30545000,4,0,0,1
شهریار,87,1400,2,610000000,7011000,3,1,1,1
سهروردی,65,1392,1,3300000000,50769000,3,1,1,1
جنت‌آباد جنوبی,65,1387,2,2189000000,33677000,2,1,1,1
بهجت‌آباد,85,1398,2,3300000000,38824000,3,1,1,1
گرگان,40,1398,1,1000000000,25000000,2,1,0,0
کوی فردوس,70,1390,1,2150000000,30714000,3,1,0,1
اباذر,90,1382,2,3200000000,35556000,3,1,1,1
سوهانک,100,1395,2,5200000000,52000000,4,1,1,1
سعادت‌آباد,110,1399,2,8500000000,77273000,2,1,1,1
جوادیه تهرانپارس,60,1389,1,1000000000,16667000,3,0,0,0
باغ فیض,111,1385,2,4130000000,37207000,1,0,1,1
فاطمی,151,1395,3,6700000000,44371000,2,1,1,1
گاندی,118,1370,2,5500000000,46610000,3,0,1,1
شهرک غرب,131,1380,2,8900000000,67939000,2,1,1,1
سهروردی,140,1400,3,10800000000,77143000,3,1,1,1
یوسف‌آباد,145,1398,3,9870000000,68069000,1,1,1,1
شهر ری - استخر,118,1399,2,2240000000,18983000,5,1,1,1
امیریه,48,1385,1,790000000,16458000,3,0,1,1
بومهن,48,1389,1,550000000,11458000,2,1,0,1
تهرانپارس شرقی,100,1385,2,3100000000,31000000,2,1,1,1
پرند,70,1396,2,500000000,7143000,4,1,0,1
ستارخان,97,1380,1,3390000000,34948000,0,0,0,1
پاسداران,83,1381,2,4100000000,49398000,4,0,1,1
جنت‌آباد مرکزی,51,1383,1,1720000000,33725000,2,0,0,1
کوهک,125,1397,2,4850000000,38800000,20,1,1,1
دزاشیب,112,1398,2,8600000000,76786000,4,1,1,1
شهرک امید,130,1370,2,5900000000,45385000,8,1,0,1
پردیس,110,1385,2,3400000000,30909000,1,0,1,1
کوی فردوس,65,1385,2,2680000000,41231000,4,1,1,1
جیحون,57,1393,1,1450000000,25439000,1,1,1,1
ارامنه,115,1400,3,2990000000,26000000,2,1,1,0
اندیشه,102,1398,2,1380000000,13529000,3,0,1,1
شهر زیبا,124,1383,3,3690000000,29758000,3,1,1,1
آذری,54,1382,1,795000000,14722000,2,0,0,1
هروی,105,1399,2,5460000000,52000000,3,1,1,1
جیحون,55,1400,1,1300000000,23636000,3,1,0,1
پرند,85,1400,2,530000000,6235000,1,1,0,0
سعادت‌آباد,148,1385,3,11200000000,75676000,1,1,1,1
آذربایجان,81,1393,2,2580000000,31852000,2,1,1,1
شهران شمالی,66,1396,1,2550000000,38636000,4,1,1,1
سعادت‌آباد,155,1388,3,8800000000,56774000,5,1,1,1
تهرانپارس غربی,60,1381,2,2050000000,34167000,4,1,1,1
دزاشیب,70,1388,2,3800000000,54286000,2,0,0,1
جیحون,66,1400,2,1800000000,27273000,1,1,1,0
سعادت‌آباد,180,1393,3,14400000000,80000000,4,1,1,1
پیروزی,43,1382,1,820000000,19070000,1,0,0,1
جنت‌آباد مرکزی,87,1399,2,4550000000,52299000,11,1,1,1
شهریار,110,1380,2,1200000000,10909000,2,0,0,1
شهریار,61,1389,1,600000000,9836000,3,0,0,1
شهرک نفت (منطقه ),51,1385,1,2000000000,39216000,2,1,1,1
زعفرانیه,145,1375,3,16000000000,110345000,2,0,1,1
جنت‌آباد مرکزی,87,1399,2,4350000000,50000000,10,1,1,1
توانیر,105,1397,2,6500000000,61905000,3,1,1,1
شهرک نفت (منطقه ),130,1390,3,7540000000,58000000,2,1,1,1
پردیس,90,1395,2,1950000000,21667000,1,1,1,1
شهران شمالی,70,1392,1,2550000000,36429000,4,1,1,1
شهرک غرب,95,1395,3,5600000000,58947000,3,1,1,1
دریاچه شهدای خلیج فارس,113,1399,2,3277000000,29000000,8,1,1,1
نارمک,94,1391,2,3300000000,35106000,5,1,1,1
چیذر,71,1399,1,4615000000,65000000,3,1,1,1
حکیمیه,112,1398,2,3500000000,31250000,4,1,1,1
پرند,58,1396,1,340000000,5862000,3,1,0,0
پردیس,90,1400,2,640000000,7111000,9,1,1,1
جیحون,60,1391,1,1140000000,19000000,5,1,0,1
نارمک,135,1400,3,5800000000,42963000,3,1,1,1
کوی بیمه,107,1397,2,4280000000,40000000,1,1,1,1
سعادت‌آباد,170,1396,3,16000000000,94118000,1,1,1,1
مهرآباد جنوبی,73,1394,2,1350000000,18493000,2,1,0,0
جنت‌آباد مرکزی,64,1390,2,2520000000,39375000,1,1,1,1
دریاچه شهدای خلیج فارس,151,1400,3,1550000000,10265000,12,1,1,1
صادقیه,100,1383,2,2850000000,28500000,4,0,1,1
دریان‌نو,103,1400,2,4530000000,43981000,1,1,1,1
جنت‌آباد مرکزی,65,1393,2,2900000000,44615000,3,1,1,1
پردیس,100,1388,2,2500000000,25000000,2,1,1,1
جنت‌آباد مرکزی,85,1397,2,3350000000,39412000,5,1,1,1
امیریه,86,1375,2,1204000000,14000000,1,0,0,1
جنت‌آباد مرکزی,75,1385,2,2750000000,36667000,2,0,1,1
نارمک,55,1388,1,1450000000,26364000,1,0,0,1
جنت‌آباد مرکزی,32,1380,1,1190000000,37188000,0,0,0,1
ارامنه,54,1391,1,1300000000,24074000,2,1,1,1
پونک,60,1399,1,2400000000,40000000,6,1,1,1
نارمک,68,1380,2,2320000000,34118000,2,0,0,1
یوسف‌آباد,104,1385,2,5400000000,51923000,6,1,1,1
کوهک,200,1400,3,11000000000,55000000,2,1,1,1
سازمان برنامه,130,1400,3,8500000000,65385000,2,1,1,1
سلسبیل,88,1400,2,2200000000,25000000,2,1,1,1
پونک,95,1400,2,4180000000,44000000,2,1,1,1
کوهک,98,1400,2,4900000000,50000000,3,1,1,1
جنت‌آباد مرکزی,70,1385,2,2500000000,35714000,5,1,1,1
سعادت‌آباد,170,1400,3,19000000000,111765000,6,1,1,1
پردیس,87,1399,2,750000000,8621000,9,1,1,1
ولنجک,80,1397,2,7200000000,90000000,3,1,1,1
پردیس,150,1386,2,3100000000,20667000,2,0,1,1
اکباتان,178,1400,4,8000000000,44944000,2,1,0,0
سبلان,66,1400,2,1914000000,29000000,2,1,1,1
تهرانپارس غربی,127,1380,3,3500000000,27559000,3,0,1,1
شهید دستغیب,81,1399,2,1956000000,24148000,4,1,1,1
آجودانیه,190,1388,3,11600000000,61053000,3,1,1,1
شمس‌آباد,89,1385,2,2670000000,30000000,2,1,0,1
یوسف‌آباد,84,1388,2,3490000000,41548000,0,1,0,1
تهران‌سر,72,1383,2,1350000000,18750000,3,0,0,1
شهر قدس,95,1398,2,1200000000,12632000,2,1,1,1
خانی‌آباد نو,97,1400,2,2130000000,21959000,4,1,1,1
سعادت‌آباد,120,1385,3,7600000000,63333000,3,1,1,1
دارآباد,82,1380,2,4100000000,50000000,4,1,1,1
سهروردی,75,1400,1,4312000000,57493000,0,1,1,1
سعادت‌آباد,154,1396,3,12500000000,81169000,1,1,1,1
پونک,85,1388,2,2900000000,34118000,2,1,1,1
کامرانیه,170,1397,3,18500000000,108824000,5,1,1,1
نارمک,88,1399,2,3608000000,41000000,5,1,1,1
نازی‌آباد,68,1393,2,1375000000,20221000,4,1,0,1
رباط کریم,68,1392,1,475000000,6985000,3,0,0,1
پرند,87,1390,2,715000000,8218000,3,0,0,0
جنت‌آباد مرکزی,65,1380,2,2400000000,36923000,1,0,1,1
پاسداران,70,1395,1,4000000000,57143000,1,1,1,1
پرند,73,1396,2,500000000,6849000,4,1,0,0
اختیاریه,95,1394,2,5700000000,60000000,2,1,1,1
وحیدیه,45,1387,1,700000000,15556000,-1,0,0,0
شهر ری - اقدسیه,65,1392,2,1360000000,20923000,1,1,0,1
تهرانپارس غربی,132,1398,3,6000000000,45455000,3,1,1,1
شهران شمالی,118,1399,2,5100000000,43220000,5,1,1,1
شهر زیبا,54,1399,1,2165000000,40093000,5,1,1,1
پردیس,120,1388,2,3000000000,25000000,2,0,1,1
قلهک,75,1382,2,3900000000,52000000,0,0,1,1
دریاچه شهدای خلیج فارس,109,1392,2,2834000000,26000000,3,1,1,1
میرداماد,160,1400,3,13600000000,85000000,2,1,1,1
فرمانیه,100,1394,2,8500000000,85000000,2,1,1,1
پیروزی,45,1393,1,900000000,20000000,4,0,0,0
نازی‌آباد,71,1392,1,1400000000,19718000,1,1,0,1
ولنجک,120,1399,2,10800000000,90000000,1,1,1,1
امیرآباد,108,1390,2,5148000000,47667000,2,1,1,1
چیتگر,89,1399,2,2700000000,30337000,2,1,1,1
شهر زیبا,74,1395,2,2500000000,33784000,4,1,1,1
سعادت‌آباد,148,1386,3,9400000000,63514000,5,1,1,1
نظام‌آباد,56,1395,1,1456000000,26000000,2,1,0,1
سعادت‌آباد,144,1390,3,9360000000,65000000,4,1,1,1
پرند,56,1392,1,380000000,6786000,6,1,1,1
جنت‌آباد مرکزی,108,1398,2,4428000000,41000000,2,1,1,1
جی,41,1394,1,800000000,19512000,2,1,1,1
چیتگر,20,1398,0,200000000,10000000,1,0,0,0
دریاچه شهدای خلیج فارس,114,1400,2,2200000000,19298000,1,1,1,1
شریف,112,1400,2,3136000000,28000000,16,1,1,1
نظام‌آباد,60,1390,1,1080000000,18000000,4,0,0,1
شهرک نفت (منطقه ),85,1388,2,3600000000,42353000,7,1,1,1
اکباتان,146,1370,3,7000000000,47945000,6,1,1,1
پردیس,85,1400,2,710000000,8353000,2,1,1,0
نیرو هوایی,95,1400,2,3140000000,33053000,4,1,1,1
سعیدآباد,65,1399,2,800000000,12308000,0,1,1,1
پونک,50,1380,1,1500000000,30000000,2,0,0,1
پاسداران,77,1389,2,4670000000,60649000,4,1,1,1
شهرک پاسداران,100,1400,2,3100000000,31000000,1,1,1,1
پرند,64,1399,1,335000000,5234000,11,1,0,1
شهرک غرب,126,1388,3,7350000000,58333000,2,1,1,1
خلیج فارس,60,1394,1,930000000,15500000,2,1,1,1
شادآباد,49,1383,1,650000000,13265000,2,0,0,1
گاندی,80,1385,2,4400000000,55000000,1,1,0,0
نظام‌آباد,77,1375,2,1150000000,14935000,4,0,1,1
اقدسیه,240,1399,3,32000000000,133333000,4,1,1,1
سعادت‌آباد,272,1391,4,23000000000,84559000,4,1,1,1
باغ فیض,80,1381,2,6800000000,85000000,1,0,1,1
عارف,58,1392,1,1410000000,24310000,3,1,1,0
سوهانک,110,1400,2,5700000000,51818000,9,1,1,1
سازمان برنامه,78,1385,2,2900000000,37179000,1,1,1,1
حکیمیه,100,1400,2,3000000000,30000000,2,1,1,1
پاسداران,155,1399,3,15500000000,100000000,2,1,1,1
پاسداران,155,1382,3,9300000000,60000000,3,1,1,1
اکباتان,103,1400,2,1060000000,10291000,7,1,1,1
پردیس,87,1398,2,950000000,10920000,5,1,1,1
سعادت‌آباد,129,1386,2,7200000000,55814000,2,1,1,1
توانیر,110,1383,3,6500000000,59091000,5,1,1,1
تهران‌سر,70,1382,2,1250000000,17857000,1,1,0,1
شهران جنوبی,104,1390,2,4100000000,39423000,3,1,1,1
لویزان,161,1387,3,8050000000,50000000,2,1,1,1
زعفرانیه,184,1385,3,13800000000,75000000,3,1,1,1
شهرک غرب,141,1386,2,7500000000,53191000,2,1,1,1
شهرک راه‌آهن,100,1400,2,1060000000,10600000,5,1,1,1
دریاچه شهدای خلیج فارس,91,1400,2,1800000000,19780000,9,1,1,1
مینابی,116,1400,2,2100000000,18103000,5,1,1,1
تهرانپارس شرقی,90,1385,2,3150000000,35000000,2,1,0,1
پرند,109,1400,2,565000000,5183000,0,1,1,1
شهریار,80,1392,2,510000000,6375000,2,0,1,1
باغ فیض,112,1389,2,4100000000,36607000,1,1,1,1
پونک,69,1394,2,2830000000,41014000,1,1,1,1
پاسداران,142,1387,3,10000000000,70423000,1,1,1,1
آجودانیه,200,1397,3,21384000000,106920000,4,1,1,1
پونک,83,1397,2,4565000000,55000000,2,1,1,1
یوسف‌آباد,128,1398,2,8500000000,66406000,4,1,1,1
ائمه اطهار,69,1383,2,1800000000,26087000,2,1,1,1
زعفرانیه,156,1385,3,13000000000,83333000,1,1,1,1
کوی بیمه,90,1383,2,2770000000,30778000,3,0,1,1
وردآورد,116,1399,2,1690000000,14569000,4,1,1,1
هاشمی,97,1400,2,2700000000,27835000,6,1,1,1
شهر زیبا,55,1399,1,2400000000,43636000,6,1,1,1
اندیشه,50,1395,1,755000000,15100000,1,0,1,1
شهران جنوبی,73,1399,2,3280000000,44932000,1,1,1,1
جردن,140,1385,3,8800000000,62857000,4,1,1,1
جردن,130,1384,2,7200000000,55385000,5,1,1,1
نیاوران,100,1390,2,8000000000,80000000,3,1,1,1
پرستار,63,1382,1,1350000000,21429000,3,0,0,1
سعادت‌آباد,140,1400,3,16800000000,120000000,2,1,1,1
شهران جنوبی,93,1399,2,3550000000,38172000,11,1,1,1
نیلوفر,103,1385,2,3900000000,37864000,1,0,0,1
میدان حر,84,1400,2,486000000,5786000,4,1,1,1
کوی فردوس,85,1382,2,2850000000,33529000,1,1,1,1
اسفندیاری,47,1389,1,890000000,18936000,3,1,1,0
دریاچه شهدای خلیج فارس,125,1400,2,3375000000,27000000,30,1,1,1
جنت‌آباد مرکزی,160,1398,3,8700000000,54375000,8,1,1,1
پرند,78,1393,2,415000000,5321000,8,1,0,1
کوی فردوس,114,1382,2,4100000000,35965000,1,0,1,1
دلگشا,68,1400,2,1400000000,20588000,3,1,1,0
رباط کریم,76,1385,1,684000000,9000000,3,0,0,1
پونک,128,1400,3,6000000000,46875000,5,1,1,1
شهر زیبا,110,1400,2,3400000000,30909000,2,1,1,1
کوی فردوس,113,1390,2,4520000000,40000000,5,1,1,1
استاد معین,59,1390,2,1350000000,22881000,2,1,1,1
عارف,45,1387,1,800000000,17778000,1,0,0,1
جنت‌آباد مرکزی,110,1400,2,5700000000,51818000,4,1,1,1
کوهک,170,1398,2,7140000000,42000000,9,1,1,1
نیرو هوایی,87,1390,2,2862300000,32900000,5,1,1,0
دریاچه شهدای خلیج فارس,70,1393,1,1850000000,26429000,1,0,0,1
شهر زیبا,90,1386,2,3200000000,35556000,3,1,1,1
یوسف‌آباد,155,1382,3,7700000000,49677000,3,1,1,1
پونک,70,1394,2,2890000000,41286000,1,1,1,1
اقدسیه,125,1399,2,9700000000,77600000,2,1,1,1
جیحون,140,1370,3,3700000000,26429000,0,0,0,0
گیشا (کوی نصر),83,1394,2,4950000000,59639000,2,1,1,1
میرداماد,148,1395,3,8750000000,59122000,1,1,1,1
ورامین,170,1400,3,3400000000,20000000,5,1,1,1
زاهد گیلانی,53,1381,1,890000000,16792000,2,0,0,1
سیزده آبان,77,1378,2,720000000,9351000,2,0,0,1
پاکدشت,135,1390,2,900000000,6667000,0,0,0,1
پاکدشت,130,1396,2,1350000000,10385000,3,1,1,1
پاسداران,221,1399,3,21500000000,97285000,2,1,1,1
پرند,82,1399,2,370000000,4512000,3,1,0,0
سنگلج,78,1392,2,1375000000,17628000,3,1,1,0
نصرت,69,1388,2,2300000000,33333000,2,1,1,1
پونک,72,1395,1,3100000000,43056000,4,1,1,1
جنت‌آباد جنوبی,75,1396,2,3300000000,44000000,5,1,1,1
پونک,90,1385,2,3000000000,33333000,1,1,1,1
تهرانپارس شرقی,45,1384,1,1300000000,28889000,3,1,1,1
سازمان برنامه,95,1395,2,4300000000,45263000,1,1,1,1
فرمانیه,110,1385,2,95000000000,863636000,3,1,1,1
یوسف‌آباد,117,1371,2,4500000000,38462000,2,0,0,1
چیتگر,70,1400,2,1750000000,25000000,2,1,1,1
ولنجک,95,1397,2,10000000000,105263000,11,1,1,1
سهروردی,117,1377,2,3800000000,32479000,5,1,1,1
پیروزی,50,1390,1,1250000000,25000000,3,0,0,1
شهریار,66,1391,1,350000000,5303000,3,0,0,1
جنت‌آباد مرکزی,88,1397,2,4000000000,45455000,3,1,1,1
میرداماد,130,1397,3,10000000000,76923000,1,1,1,1
پاسداران,156,1380,3,8600000000,55128000,3,1,1,1
نواب,45,1393,1,760000000,16889000,3,1,1,0
نصرت,106,1399,2,4830000000,45566000,5,1,1,1
سعادت‌آباد,300,1384,4,20000000000,66667000,13,1,1,1
چیتگر,120,1400,3,595000000,4958000,10,1,1,1
صادقیه,150,1400,3,6400000000,42667000,2,1,1,1
شهرک کیانشهر,65,1384,1,450000000,6923000,-1,0,0,0
کوی فردوس,62,1399,1,2850000000,45968000,1,1,1,1
اندیشه,60,1389,1,750000000,12500000,2,0,0,1
دولاب,97,1400,2,2100000000,21649000,5,1,1,0
شوش,50,1396,1,850000000,17000000,2,1,0,1
پونک,120,1392,3,6000000000,50000000,3,1,1,1
نارمک جنوبی,65,1393,1,1700000000,26154000,1,1,0,1
ظفر,144,1399,3,12600000000,87500000,4,1,1,1
دریاچه شهدای خلیج فارس,102,1400,2,1081200000,10600000,12,1,1,1
قیطریه,110,1382,2,6750000000,61364000,2,1,1,1
نارمک,70,1385,2,1890000000,27000000,4,0,1,1
دریاچه شهدای خلیج فارس,100,1400,2,3200000000,32000000,12,1,1,1
میرداماد,120,1383,2,6000000000,50000000,3,1,1,1
طرشت,150,1400,3,5400000000,36000000,4,1,1,1
نیرو هوایی,62,1394,2,1700000000,27419000,3,1,1,0
جمهوری,47,1386,2,1360000000,28936000,1,0,1,1
پاکدشت,61,1378,1,450000000,7377000,2,0,0,1
وحیدیه,64,1397,2,1550000000,24219000,5,1,1,0
فلاح,48,1396,1,830000000,17292000,3,1,1,0
بومهن,60,1380,1,500000000,8333000,0,0,1,1
پاسداران,160,1390,3,10300000000,64375000,2,1,1,1
شمس‌آباد,84,1388,2,3000000000,35714000,3,1,1,1
دولت‌آباد,212,1398,3,4876000000,23000000,10,1,1,1
شمیران‌نو,68,1390,1,748000000,11000000,1,0,0,1
حمزه‌آباد,85,1393,2,1700000000,20000000,1,1,1,1
ابوذر (منطقه ),61,1383,1,1450000000,23770000,1,0,1,1
قرچک,77,1384,2,446000000,5792000,4,0,0,0
سعادت‌آباد,101,1382,2,5151000000,51000000,3,1,1,1
رباط کریم,85,1386,1,600000000,7059000,3,0,0,1
شهید اسدی,65,1383,2,1000000000,15385000,2,0,0,1
نیاوران,255,1395,4,21082000000,82675000,4,1,1,1
دبستان,43,1380,1,1400000000,32558000,-1,0,0,0
کوی فردوس,85,1385,2,2350000000,27647000,3,0,1,1
چیتگر,145,1395,3,6300000000,43448000,2,1,1,1
پیروزی,40,1400,1,820000000,20500000,2,1,0,0
شریف,160,1399,3,5600000000,35000000,10,1,1,1
افسریه,74,1380,2,900000000,12162000,4,0,0,1
ازگل,152,1386,2,7100000000,46711000,5,1,1,1
دریاچه شهدای خلیج فارس,50,1400,1,340000000,6800000,0,1,1,1
استخر,55,1390,1,1500000000,27273000,1,1,1,0
آهنگ,48,1383,1,1080000000,22500000,2,0,0,1
اندیشه,60,1386,2,630000000,10500000,2,0,0,0
شهرک نفت (منطقه ),135,1392,3,7150000000,52963000,3,1,1,1
پردیس,100,1400,2,740000000,7400000,1,1,1,1
دریاچه شهدای خلیج فارس,86,1399,2,2630000000,30581000,3,1,1,1
جیحون,115,1397,2,2650000000,23043000,2,1,1,1
سعادت‌آباد,150,1385,3,9000000000,60000000,2,1,1,1
سهروردی,83,1397,2,4150000000,50000000,4,1,1,1
نظام‌آباد,89,1397,2,2225000000,25000000,4,1,1,1
نظام‌آباد,100,1382,2,2150000000,21500000,1,0,1,1
جنت‌آباد مرکزی,85,1400,2,3850000000,45294000,5,1,1,1
شهرک آزادی,83,1388,2,1900000000,22892000,3,0,1,1
سعادت‌آباد,155,1383,3,10000000000,64516000,7,1,1,1
نیرو هوایی,162,1393,3,6500000000,40123000,5,1,1,1
مسعودیه,76,1377,2,990000000,13026000,3,0,0,1
دریاچه شهدای خلیج فارس,100,1397,2,2500000000,25000000,6,1,1,1
کوی فردوس,71,1391,2,2650000000,37324000,5,1,1,1
شهریار,63,1390,2,760000000,12063000,3,0,1,1
مسعودیه,50,1400,1,950000000,19000000,4,1,1,0
دکتر هوشیار,66,1400,2,1850000000,28030000,3,1,1,1
پردیس,87,1400,2,750000000,8621000,14,1,0,1
ارامنه,50,1390,1,1200000000,24000000,4,0,0,1
جنت‌آباد جنوبی,73,1386,2,3100000000,42466000,5,1,1,1
جیحون,32,1379,1,465000000,14531000,2,0,0,1
نظام‌آباد,103,1400,2,2575000000,25000000,4,1,1,0
یافت‌آباد,52,1388,1,1500000000,28846000,0,0,0,1
جنت‌آباد شمالی,67,1383,1,2300000000,34328000,1,0,1,1
کوی فردوس,80,1397,2,2890000000,36125000,3,1,1,1
پاسداران,290,1400,4,35000000000,120690000,5,1,1,1
سعادت‌آباد,105,1390,2,5355000000,51000000,5,1,1,1
تهرانپارس غربی,65,1383,2,1950000000,30000000,3,1,0,1
سیدخندان,98,1400,2,7056000000,72000000,1,1,1,1
دهقان,61,1387,1,1420000000,23279000,4,0,0,1
جنت‌آباد شمالی,75,1382,2,2300000000,30667000,2,0,1,1
پونک,130,1384,3,4950000000,38077000,1,0,1,1
فرمانیه,220,1390,3,24700000000,112273000,6,1,1,1
شهرک کوهسار,140,1400,3,1484000000,10600000,11,1,1,1
زرکش,49,1390,1,960000000,19592000,3,1,0,0
وحیدیه,100,1394,2,2500000000,25000000,4,1,1,1
شهرک کیانشهر,57,1398,1,1200000000,21053000,1,1,0,1
مشیریه,44,1384,1,710000000,16136000,2,0,0,1
سازمان برنامه,85,1387,2,2000000000,23529000,4,0,1,1
دولت‌آباد,95,1389,2,1615000000,17000000,4,1,1,1
یوسف‌آباد,134,1398,3,8500000000,63433000,3,1,1,1
پردیس,87,1400,2,855000000,9828000,9,1,1,1
پیروزی,51,1371,1,960000000,18824000,1,0,0,1
شهر زیبا,108,1400,2,4850000000,44907000,3,1,1,1
رباط کریم,65,1390,1,360000000,5538000,4,1,1,1
پونک,72,1381,2,2400000000,33333000,2,1,1,1
پاکدشت,90,1394,2,648000000,7200000,5,1,0,1
